,braveid,bravename,bravesex,braveage,braveattack,monsterid,monstername,monsterdef,damage
817,728,HataMidori,女,37,787,375,ハロウィンルイーダ,49.0229645774379,51.63131667837966
818,684,TsukaharaYuuna,女,23,21,245,しにがみきぞく,44.394954145243524,2.4502499405091323
819,695,InagakiSusumu,男,31,220,121,ミニデーモン,26.80277362667357,30.95545265902234
820,103,KanamoriHaruka,女,41,7,298,リトルライバーン,84.51550457655938,0.22829608867168863
821,703,TsudaKonoka,女,12,936,163,リカントマムル,9.032342209534406,965.3944694295907
822,227,OkayamaKenzou,男,31,267,207,キングミニデーモン,85.29219431571298,10.428880609122773
823,52,MuraseMisa,女,37,716,238,ミミック,21.22510917568523,95.92327160974762
824,719,KakiuchiMao,女,53,349,71,さまようよろい,91.19014991824972,8.359442546582578
825,488,TamnoUkyou,男,23,313,370,アックスドラゴン,73.78794496596242,19.154966544905243
826,175,OjimaHaruhisa,男,33,453,215,ベンガルクーン,32.44980276838254,47.4129272884864
827,563,HaraguchiMichiyo,女,53,306,41,メタルブラザーズ,0.7685089589596905,827.574266585263
828,24,ShimodaHiromi,女,46,845,209,じんめんじゅ,56.72914953697856,35.87961462175507
829,297,KitaHideki,男,34,709,22,どくろあらい,66.89320365033224,34.08183989052786
830,973,SekimotoTokio,男,58,364,228,カンダタ,50.35383322102306,13.326629796177121
831,56,OoiNozomi,女,44,498,120,リザードマン,8.869590997969002,149.4579129725857
832,995,NishimotoNae,女,28,533,345,メカバーン,1.594602967979608,1286.5954874726442
833,875,IkedaKazuko,女,52,468,144,パペットマン,91.76576801565642,11.570223172833787
834,880,OoshiroMasae,女,26,806,282,ブラックドラゴン,81.96078176351904,38.691700148375574
835,27,OotaHitonari,男,17,816,292,フランケンゴーレム,35.82855955361831,136.07888671976568
836,317,KubotaMirai,男,29,527,89,ぐんたいガニ,24.817720533946165,74.9109322720079
837,612,InoueMaya,女,14,247,54,プリズニャン,7.437137965435303,276.93430915310034
838,210,DoiYui,女,45,991,346,オルゴ・デミーラ,20.676193083946703,107.14872841769937
839,487,HoriiKouichi,男,44,711,58,チョコヌーバ,94.72377075193083,17.679794601779843
840,257,AkitaSana,女,32,912,53,ひとくいサーベル,78.51376374887391,40.17623465790331
841,550,MiyajimaSanae,女,38,23,277,ワイトキング,1.2655823658036969,54.809148849761705
842,714,NakanishiRyousuke,男,25,475,219,メイジキメラ,10.688084638876594,180.7171960839498
843,643,AganoShigeki,男,15,305,235,おばけトマト,15.957846352310423,132.40472193197968
844,713,BabaHiroyuki,男,56,327,356,アークデーモン,86.27235651538723,7.448301207297041
845,575,TezukaAyano,女,58,12,129,アルケミストン,63.63599161150697,0.36780028876491183
846,243,TakiguchiMinami,女,52,778,1,スライム,58.60486695351551,26.10268237476944
847,912,TamadaGenta,男,10,424,88,ミイラ男,74.76515728036335,63.556701416430386
848,611,AgatsumaMizuki,女,48,246,250,セキバーン,11.72963654596697,48.59611680608697
849,944,InamuraIchika,女,21,250,126,ももいろ三姉妹,53.873066209342745,24.750200905994394
850,700,AsakuraKeizou,男,51,657,84,トンブレロ,97.96726035462086,15.23541934396147
851,740,FurukawaKihachirou,男,23,206,351,ブラックチャック,97.71733805715151,10.076981216385368
852,370,KajitaShunji,男,37,451,145,キングスライム,81.75335958155064,17.679753242108266
853,171,TabuchiKoume,女,52,343,354,マッドルーパー,88.31418219317759,8.56467628874561
854,982,MitaniAkiho,男,26,114,244,ガーゴイル,1.489146164027344,304.8488206338903
855,31,KashiwabaraTomiko,女,51,908,68,ヘルビースト,12.916844071762679,142.2202099064512
856,554,TsuzukiKiyoto,男,23,637,250,セキバーン,11.72963654596697,236.77396388938746
857,917,ShibuyaHiroyuki,男,43,158,221,シールドオーガ,73.57719853274241,5.533487733110656
858,596,YanagidaHinano,女,56,159,323,キラーアーマー,29.230792111311022,11.385439912078812
859,304,IwabuchiMei,女,47,475,125,ピンクボンボン,31.753240550291896,37.355904501412425
860,885,OoiSaya,女,51,878,352,ブラッドマミー,7.313695172252899,255.41786811380612
861,734,BanHina,女,18,84,268,キラートーチ,88.91139364958589,5.955563748032538
862,311,DoiAkihito,男,22,106,350,おにこぞう,30.363739237744547,15.920325458161996
863,663,HiraiAkime,女,41,438,355,ブランマトック,63.58761559510205,18.305594899894853
864,935,TazawaMei,女,59,597,346,オルゴ・デミーラ,20.676193083946703,56.086087378650994
865,734,BanHina,女,18,84,183,デンデン竜,57.84780952130944,9.149780010017263
866,53,ImamuraAiko,女,34,871,154,トロル,22.75060278427542,114.26046614797093
867,875,IkedaKazuko,女,52,468,260,ドラゴンキッズ,30.170816351245676,32.76803698018989
868,229,AbeSaika,女,39,80,244,ガーゴイル,1.489146164027344,149.67010413236133
869,791,NomaKyouko,女,28,331,325,ボーンファイター,8.739979281647969,155.2462465922021
870,399,AkamatsuHimari,女,36,302,98,ジャガーメイジ,3.705724719392023,249.64788149330354
871,537,HamadaHiroshi,男,22,922,143,かっちゅうアリ,37.41873930736478,125.12954536906639
872,7,YoshiiKiyoto,男,58,598,158,てつのさそり,30.347170362084796,40.49261566027534
873,938,TsutsumiSora,女,56,319,293,ローソンキングスライム,23.73875949518932,28.206412573144554
874,107,MorimotoMichio,男,44,258,188,キングレオ,99.93204122564387,6.058977943265813
875,672,TsumuraSaaya,女,29,234,161,まどうし,27.742044244358766,30.92468099145448
876,695,InagakiSusumu,男,31,220,246,ダークスライム,37.52050891099151,22.344267847332336
877,4,FukuzawaMiu,女,57,861,379,ベビースライム,74.41856753485905,21.243600467425825
878,964,OotakeMasao,男,52,72,29,キメラ,28.13925388232108,5.066081795533595
879,330,HorikawaYoshihisa,男,26,430,136,ベホイミスライム,59.31557715998726,31.16657918129959
880,846,OosawaToshiyuki,男,24,47,199,メタルドラゴン,85.02170226845979,2.475240436884691
881,519,ArigaToushirou,男,11,974,133,じごくのよろい,27.09023254517754,336.04808065462936
882,527,DoiKouga,男,15,798,109,シャドー,63.452393498507156,96.79394530918137
883,602,FushimiMiki,男,39,941,3,スライムベス,94.04065485183388,27.63606528161385
884,777,OoniwaMisako,女,28,145,329,だいおうイカ,7.411866856993477,77.67041328850013
885,882,OkumuraKenichi,男,46,799,108,マミー,9.003670430155575,197.07063134121614
886,377,KawamotoNobuo,男,23,818,294,おんせんスライム,82.6314745416439,46.13268855970795
887,291,KakiuchiKazuhiro,男,45,442,214,さまようたましい,85.50429258891616,13.300608933986993
888,142,NakajimaAi,女,38,50,165,しのさそり,38.71921423673202,3.6026383419885217
889,466,OguraRen,男,19,913,63,どくイモムシ,89.84882999760796,55.3619114482015
890,793,OobuchiNobuaki,男,47,757,285,キマイラロード,52.324974393644084,36.172069352167
891,508,TakiguchiYuushi,男,11,481,215,ベンガルクーン,32.44980276838254,137.37618312905758
892,147,AshidaNorio,男,20,819,309,ドラゴメタル,7.664308031180278,560.0705845432491
893,492,OkazakiToujou,女,25,935,38,おおくちばし,35.21326656861072,116.76579763886265
894,60,YamagataMasaharu,男,42,185,74,タップデビル,18.549933186733426,26.64420926064061
895,248,IshizukaShichirou,男,38,228,335,ヘルギフト,25.205098810024296,28.38866252501021
896,85,NakagawaYoshiaki,男,28,484,349,ヒョウモンダーク,30.037978082695794,69.05455955469117
897,733,MoriokaReiko,女,44,701,274,うごくせきぞう,12.455201989032394,151.57830604166531
898,424,NakagawaHidenori,男,22,955,281,ウイングタイガー,65.56395287381564,67.0513938576122
899,915,HongouTakako,女,45,190,237,マリンスライム,33.71401186637642,14.694864012000806
900,844,OkabeYuika,女,48,462,29,キメラ,28.13925388232108,35.65503359653745
901,700,AsakuraKeizou,男,51,657,116,ベビル,98.35492411844406,14.132269946065788
902,385,YamagataMomoka,女,52,972,71,さまようよろい,91.19014991824972,23.862702625009224
903,92,TazakiKaho,女,19,93,98,ジャガーメイジ,3.705724719392023,150.28983335102245
904,614,HidakaReiko,女,18,686,21,メタルスライム,13.845959582104928,315.566404187056
905,459,HashizumeKahona,女,14,315,270,ホロゴースト,62.2345545225676,42.05484711383487
906,359,MotohashiAkari,女,20,594,139,アローインプ,26.45796041781101,117.75966257230685
907,964,OotakeMasao,男,52,72,228,カンダタ,50.35383322102306,2.8281035054783747
908,499,KouyaNaoki,男,53,823,303,クロコダイン,13.297728123364738,124.19692619479686
909,947,AsanoMaho,女,33,444,16,プチアーノン,55.15595421818619,27.28643160127972
910,523,YoshiiYoshino,女,22,43,300,バロン版キラーマシン,47.237913485728264,4.861469075657572
911,879,TsutsuiFuku,男,19,901,322,ウドラー,50.48959270164016,107.88643787231874
912,133,IkedaAyaka,女,16,475,247,ダークキング,25.595354767985135,132.07848159023
913,129,HoriiTakeshi,男,56,215,270,ホロゴースト,62.2345545225676,7.092300826948048
914,566,IshiharaHiroto,男,11,141,199,メタルドラゴン,85.02170226845979,16.94383201609231
915,738,KikuchiSora,女,26,768,135,ピンクモーモン,35.093040510496806,86.11061883944879
916,303,ArayaHirofumi,男,53,752,180,コドラ,72.83090595456996,23.23182004548496
917,571,MatobaHaruka,女,19,289,280,記念大王スライム,85.71771468847402,18.088040925186107
918,53,ImamuraAiko,女,34,871,225,おひなさまスライム,94.8910140234197,30.787628143924636
919,139,TakamatsuSaki,女,49,31,266,アイアンクック,25.629081334821024,2.599667834549442
920,600,TakayamaMitsunobu,男,58,525,230,やまたのおろち,8.092482637976273,121.36824283706552
921,324,IkutaHideki,男,41,777,232,バラモスブロス,2.809959902313919,749.0063385496996
922,788,TsuchidaKikuo,男,50,998,252,ヘルコンドル,41.78668331030067,48.80697867569488
923,689,NonakaToshio,男,46,607,24,あやしいかげ,80.3340455319481,17.13364255501331
924,794,HamanoMitsuko,女,41,177,287,パンプキャビネット,89.77581527628463,5.384807910481592
925,187,IshikuraToshie,女,31,674,101,ケダモン,74.19067882742955,34.37527661722128
926,818,KoizumiNoa,女,52,754,256,トロピカルドラゴ,98.09855966622831,15.530470778856206
927,299,MatsumotoMorihiko,男,30,143,284,暴嵐天バリゲーン,86.72592610836234,6.276273234192177
928,676,AndouShinji,男,23,183,354,マッドルーパー,88.31418219317759,9.56762439328035
929,748,OkabeKiichirou,男,34,429,220,ボーンプリズナー,79.47402191519394,16.10063261371166
930,628,ManoHeiichi,男,35,971,99,ハンターフライ,77.14414784554772,36.653070855156656
931,712,NagayamaSayaka,女,53,469,204,くものきょじん,55.48209995532266,16.45730020215324
932,427,OkazakiTorao,男,46,437,197,おみくじミミック,77.3767263700856,14.172416330657692
933,604,MizuguchiHiroyuki,男,44,586,291,ハロウィンリカント,99.31276226964599,16.052023171357188
934,935,TazawaMei,女,59,597,317,グレゴリダンス,4.702826255093617,251.34485698012324
935,876,AnzaiIchika,女,57,213,273,ほのおのせんし,96.23908862240403,3.970291996815806
936,281,MiyajimaHaruna,女,29,517,128,とげこんぼう,13.93687695301441,134.01745052194107
937,58,MatsudaAkari,女,54,878,294,おんせんスライム,82.6314745416439,23.58944391243146
938,600,TakayamaMitsunobu,男,58,525,285,キマイラロード,52.324974393644084,18.365777073203628
939,677,IsobeSoudai,男,10,438,321,亡者のひとだま,18.347489980942544,268.8361738874075
940,303,ArayaHirofumi,男,53,752,143,かっちゅうアリ,37.41873930736478,43.75792807588183
941,409,MatsuzakiAzumi,女,21,336,371,アトラス,36.28594528565833,46.82451006241743
942,183,TsurutaTsubaki,女,29,926,368,スターキメラ,38.06694076898833,89.10558333312552
943,747,KogureYuzuka,女,59,776,134,しりょうのきし,90.23342549811998,16.656438816000644
944,710,UeharaTetsumi,女,49,440,193,アイスゴーレム,83.5410330499766,11.780106849671217
945,92,TazakiKaho,女,19,93,172,りゅうおう,45.91801961005384,11.152151308406989
946,396,MasakiNaoki,男,12,59,349,ヒョウモンダーク,30.037978082695794,18.60552972782162
947,430,HayashiMomiji,女,36,446,305,カメレオンマン,98.33552936950011,14.812974114004922
948,162,OomuraYuzuki,女,30,796,35,ねこまどう,97.69891511470016,32.0882083314236
949,759,MatsuiTakashi,男,26,71,372,バズズ,96.23285123925662,2.840648762654003
950,11,EbiharaShoujirou,男,52,13,172,りゅうおう,45.91801961005384,0.6141561155666306
951,689,NonakaToshio,男,46,607,51,スマイルロック,33.10539004702668,46.03693902112746
952,983,KishiMakoto,男,47,327,341,虹のおたからミミック,18.602246692985624,38.630793329246025
953,174,MizoguchiYura,女,40,253,276,じごくのつかい,83.71339509045977,8.96558098000027
954,618,HasebeYuka,女,33,852,152,エビルホーク,8.393350947353607,353.4247927115378
955,282,OdeKiyonobu,男,37,204,33,キラースコップ,24.557522455088765,22.645808589694596
956,682,MatsukawaSachika,女,11,797,131,ばくだん岩,12.89377070017096,625.7697324169011
957,304,IwabuchiMei,女,47,475,142,きめんどうし,48.25712838931252,23.9850355241701
958,383,MiyaharaNoriko,女,39,952,109,シャドー,63.452393498507156,42.22446488909786
959,570,ItakuraReiko,女,51,982,179,スカルゴン,44.21159342963457,44.2716039635383
960,964,OotakeMasao,男,52,72,369,竜王,42.67037571131919,3.4610700339147993
961,516,OikawaOuka,女,47,422,24,あやしいかげ,80.3340455319481,11.760532509754178
962,778,SeoTomoka,女,44,544,243,メーダロード,49.837270903603205,27.564811514549504
963,358,SudouShoujirou,男,26,392,343,ヘルバオムのねっこ,98.00702454335817,17.416085373837245
964,502,UsamiKanon,女,19,474,256,トロピカルドラゴ,98.09855966622831,26.787051788377735
965,244,KitajimaManami,女,33,641,225,おひなさまスライム,94.8910140234197,24.37404719945093
966,446,MakiMirai,女,28,426,106,イエティ,32.47049136267112,50.964823404223274
967,537,HamadaHiroshi,男,22,922,45,ドロヌーバ,36.35015178177826,120.22879564228424
968,293,AizawaHatsuo,男,59,161,92,はぐれメタル,71.21661083197408,3.8384744241625293
969,243,TakiguchiMinami,女,52,778,114,しびれだんびら,98.30821916887868,16.436117300378502
970,512,KashimaRyuunosuke,男,12,923,338,デスマシーン,36.237572153171016,248.0791903011474
971,315,YoshizawaMako,女,31,271,283,ボストロール,18.583203034108376,49.64990125463025
972,727,OonoMinayo,女,20,692,245,しにがみきぞく,44.394954145243524,87.37685936154631
973,545,IijimaToshiyuki,男,36,402,95,ホークマン,47.41424166226875,25.172976307454523
974,71,AzumaGenya,男,19,163,156,おおさそり,12.261397584663635,83.27908502929073
975,428,SegawaEmi,女,20,433,307,メタルかがみもち,95.53583425248019,26.69397039672394
976,530,HandaShou,男,20,944,114,しびれだんびら,98.30821916887868,52.95520734547996
977,72,TakeuchiShigemitsu,男,55,38,272,デンタザウルス,15.811326624582534,4.462524974986748
978,910,KusakaJuri,女,20,496,303,クロコダイン,13.297728123364738,218.74805624954192
979,442,YabeFumio,男,46,357,239,ブリザード,89.54893343384825,9.896496191965458
980,116,FushimiKaito,男,36,944,126,ももいろ三姉妹,53.873066209342745,57.71612266891886
981,489,MitsuiMai,女,25,279,161,まどうし,27.742044244358766,42.70390716131184
982,559,MatsuiYuuta,男,42,838,209,じんめんじゅ,56.72914953697856,37.46450944522301
983,98,FujikawaMaki,女,39,961,6,しましまキャット,25.004689439632177,112.64408527116657
984,298,InuiTsuneo,男,35,67,362,ヘルバファローズ,32.46018268314954,6.170200627821639
985,834,OkayamaHirohito,男,24,75,297,ちょうろうじゅ,90.29566272815309,3.566440848675891
986,791,NomaKyouko,女,28,331,139,アローインプ,26.45796041781101,51.00530051796887
987,693,KumagayaSeisaku,男,24,657,88,ミイラ男,74.76515728036335,39.03394748467946
988,77,AsanumaSeiko,女,18,1000,377,エデンの戦士たち１,17.560947997378594,354.9265230635469
989,584,HiraiRiko,女,27,678,286,ハロウィンドラキー,5.605802130827387,492.5298500540571
990,26,TakashimaShinji,男,52,735,243,メーダロード,49.837270903603205,31.38180154561246
991,584,HiraiRiko,女,27,678,319,ナイトキャット,2.6203724974506626,1034.6421315883517
992,450,UchinoMiharu,女,33,340,126,ももいろ三姉妹,53.873066209342745,22.93252332234774
993,878,FujitaAkito,男,24,344,134,しりょうのきし,90.23342549811998,17.061399863249243
994,86,WakayamaNatsuko,女,49,429,172,りゅうおう,45.91801961005384,21.75814086583889
